state_abb,year,elxn_year,state_year_type,state_year_type2,grant_mil,state_incvote_avglast3
RI,1984,1,swing + election year,"swing state
(incumbent re-election year)",243.1342993,0.4708744
RI,1985,0,swing + nonelection,NA,235.3539893,0.46663767
RI,1986,0,swing + nonelection,NA,233.8494753,0.46663767
RI,1987,0,swing + nonelection,NA,222.3295324,0.46663767
RI,1988,1,swing + election year,"swing state
(successor election year)",223.1318298,0.46663767
RI,1989,0,swing + nonelection,NA,219.5763246,0.4659527
RI,1990,0,swing + nonelection,NA,261.2041287,0.4659527
RI,1991,0,swing + nonelection,NA,301.4826099,0.4659527
RI,1992,1,swing + election year,"swing state
(incumbent re-election year)",313.4627852,0.4659527
RI,1993,0,core + nonelection,NA,379.6606477,0.55297285
RI,1994,0,core + nonelection,NA,369.4612588,0.55297285
RI,1995,0,core + nonelection,NA,400.4553747,0.55297285
RI,1996,1,core + election,NA,362.252209,0.55297285
RI,1997,0,core + nonelection,NA,369.4311382,0.62241936
RI,1998,0,core + nonelection,NA,387.67821,0.62241936
RI,1999,0,core + nonelection,NA,407.1111534,0.62241936
RI,2000,1,core + election,NA,479.6445594,0.62241936
RI,2001,0,NA,NA,455.1112326,0.34500983
RI,2002,0,NA,NA,484.6810017,0.34500983
RI,2003,0,NA,NA,507.3232593,0.34500983
RI,2004,1,NA,NA,513.6975486,0.34500983
RI,2005,0,NA,NA,495.2245568,0.34923053
RI,2006,0,NA,NA,467.0255165,0.34923053
RI,2007,0,NA,NA,492.4920394,0.34923053
RI,2008,1,NA,NA,482.192027,0.34923053
SC,1984,1,core + election,NA,52.97886111,0.55290335
SC,1985,0,NA,NA,52.0943725,0.5277858
SC,1986,0,NA,NA,54.3661337,0.5277858
SC,1987,0,NA,NA,51.59584415,0.5277858
SC,1988,1,NA,NA,52.15650743,0.5277858
SC,1989,0,core + nonelection,NA,48.45149637,0.58991873
SC,1990,0,core + nonelection,NA,70.84742447,0.58991873
SC,1991,0,core + nonelection,NA,72.59171825,0.58991873
SC,1992,1,core + election,NA,83.63776846,0.58991873
SC,1993,0,NA,NA,89.18779009,0.39724824
SC,1994,0,NA,NA,96.3883506,0.39724824
SC,1995,0,NA,NA,97.59383467,0.39724824
SC,1996,1,NA,NA,90.92061195,0.39724824
SC,1997,0,NA,NA,98.26363563,0.43357268
SC,1998,0,NA,NA,102.3242703,0.43357268
SC,1999,0,NA,NA,111.2773439,0.43357268
SC,2000,1,NA,NA,119.0875162,0.43357268
SC,2001,0,core + nonelection,NA,130.4611853,0.5533455
SC,2002,0,core + nonelection,NA,139.3690618,0.5533455
SC,2003,0,core + nonelection,NA,144.7600847,0.5533455
SC,2004,1,core + election,NA,144.9119691,0.5533455
SC,2005,0,core + nonelection,NA,145.9575386,0.56667894
SC,2006,0,core + nonelection,NA,141.53676,0.56667894
SC,2007,0,core + nonelection,NA,143.3687544,0.56667894
SC,2008,1,core + election,NA,135.8275795,0.56667894
SD,1984,1,core + election,NA,14.21855538,0.5690189
SD,1985,0,core + nonelection,NA,11.57046636,0.59892005
SD,1986,0,core + nonelection,NA,11.55653916,0.59892005
SD,1987,0,core + nonelection,NA,9.964362281,0.59892005
SD,1988,1,core + election,NA,10.18021022,0.59892005
SD,1989,0,core + nonelection,NA,10.38359321,0.6070845
SD,1990,0,core + nonelection,NA,11.48346641,0.6070845
SD,1991,0,core + nonelection,NA,12.95427774,0.6070845
SD,1992,1,core + election,NA,13.59112373,0.6070845
SD,1993,0,NA,NA,15.85742711,0.43749025
SD,1994,0,NA,NA,15.77490739,0.43749025
SD,1995,0,NA,NA,17.03253333,0.43749025
SD,1996,1,NA,NA,16.79912438,0.43749025
SD,1997,0,swing + nonelection,NA,19.77348113,0.47537667
SD,1998,0,swing + nonelection,NA,18.91417959,0.47537667
SD,1999,0,swing + nonelection,NA,19.61061705,0.47537667
SD,2000,1,swing + election year,"swing state
(successor election year)",20.7929431,0.47537667
SD,2001,0,core + nonelection,NA,23.96735551,0.5526978
SD,2002,0,core + nonelection,NA,25.80986793,0.5526978
SD,2003,0,core + nonelection,NA,28.28693413,0.5526978
SD,2004,1,core + election,NA,26.03663627,0.5526978
SD,2005,0,core + nonelection,NA,27.26165183,0.5815386
SD,2006,0,core + nonelection,NA,22.39663153,0.5815386
SD,2007,0,core + nonelection,NA,22.46049951,0.5815386
SD,2008,1,core + election,NA,25.72175902,0.5815386
TN,1984,1,NA,NA,38.27792803,0.543502
TN,1985,0,swing + nonelection,NA,37.82974958,0.5058628
TN,1986,0,swing + nonelection,NA,37.91576241,0.5058628
TN,1987,0,swing + nonelection,NA,36.33470031,0.5058628
TN,1988,1,swing + election year,"swing state
(successor election year)",38.69059682,0.5058628
TN,1989,0,core + nonelection,NA,38.95070258,0.55516803
TN,1990,0,core + nonelection,NA,46.37794693,0.55516803
TN,1991,0,core + nonelection,NA,51.27554873,0.55516803
TN,1992,1,core + election,NA,55.52489706,0.55516803
TN,1993,0,NA,NA,65.55703844,0.45399183
TN,1994,0,NA,NA,68.25689823,0.45399183
TN,1995,0,NA,NA,69.90368421,0.45399183
TN,1996,1,NA,NA,66.20144574,0.45399183
TN,1997,0,swing + nonelection,NA,72.71778052,0.48555347
TN,1998,0,swing + nonelection,NA,78.26415858,0.48555347
TN,1999,0,swing + nonelection,NA,81.13797102,0.48555347
TN,2000,1,swing + election year,"swing state
(successor election year)",89.85776793,0.48555347
TN,2001,0,swing + nonelection,NA,93.26079411,0.49359396
TN,2002,0,swing + nonelection,NA,104.6925725,0.49359396
TN,2003,0,swing + nonelection,NA,106.6511366,0.49359396
TN,2004,1,swing + election year,"swing state
(incumbent re-election year)",113.0709774,0.49359396
TN,2005,0,swing + nonelection,NA,110.94446,0.52620554
TN,2006,0,swing + nonelection,NA,103.1025828,0.52620554
TN,2007,0,swing + nonelection,NA,104.5618641,0.52620554
TN,2008,1,swing + election year,"swing state
(successor election year)",144.583341,0.52620554
TX,1984,1,core + election,NA,38.25750393,0.5738067
TX,1985,0,core + nonelection,NA,40.51133561,0.56451714
TX,1986,0,core + nonelection,NA,38.62549842,0.56451714
TX,1987,0,core + nonelection,NA,33.21392123,0.56451714
TX,1988,1,core + election,NA,38.96963171,0.56451714
TX,1989,0,core + nonelection,NA,37.17905923,0.5909999
TX,1990,0,core + nonelection,NA,43.05181659,0.5909999
TX,1991,0,core + nonelection,NA,49.43995185,0.5909999
TX,1992,1,core + election,NA,61.0545874,0.5909999
TX,1993,0,NA,NA,74.58012775,0.42541733
TX,1994,0,NA,NA,76.54238493,0.42541733
TX,1995,0,NA,NA,80.6290032,0.42541733
TX,1996,1,NA,NA,75.1073485,0.42541733
TX,1997,0,swing + nonelection,NA,77.42556392,0.46250293
TX,1998,0,swing + nonelection,NA,81.96200049,0.46250293
TX,1999,0,swing + nonelection,NA,91.60970115,0.46250293
TX,2000,1,swing + election year,"swing state
(successor election year)",92.95857013,0.46250293
TX,2001,0,core + nonelection,NA,101.905412,0.55286354
TX,2002,0,core + nonelection,NA,107.4660947,0.55286354
TX,2003,0,core + nonelection,NA,120.5608996,0.55286354
TX,2004,1,core + election,NA,113.5666267,0.55286354
TX,2005,0,core + nonelection,NA,114.7841722,0.5837569
TX,2006,0,core + nonelection,NA,119.9856982,0.5837569
TX,2007,0,core + nonelection,NA,113.3108217,0.5837569
TX,2008,1,core + election,NA,141.4831302,0.5837569
UT,1984,1,core + election,NA,49.51729689,0.7162586
UT,1985,0,core + nonelection,NA,53.28955349,0.7268842
UT,1986,0,core + nonelection,NA,49.33998282,0.7268842
UT,1987,0,core + nonelection,NA,46.52970773,0.7268842
UT,1988,1,core + election,NA,46.1921303,0.7268842
UT,1989,0,core + nonelection,NA,41.22902734,0.73491025
UT,1990,0,core + nonelection,NA,46.20998091,0.73491025
UT,1991,0,core + nonelection,NA,49.50010973,0.73491025
UT,1992,1,core + election,NA,58.91287338,0.73491025
UT,1993,0,NA,NA,66.73621225,0.31246176
UT,1994,0,NA,NA,69.28847099,0.31246176
UT,1995,0,NA,NA,70.64598228,0.31246176
UT,1996,1,NA,NA,68.17764899,0.31246176
UT,1997,0,NA,NA,70.92822429,0.35613018
UT,1998,0,NA,NA,74.94381105,0.35613018
UT,1999,0,NA,NA,85.98308636,0.35613018
UT,2000,1,NA,NA,87.78277933,0.35613018
UT,2001,0,core + nonelection,NA,91.84786727,0.6583286
UT,2002,0,core + nonelection,NA,101.9723916,0.6583286
UT,2003,0,core + nonelection,NA,104.0002934,0.6583286
UT,2004,1,core + election,NA,104.2987059,0.6583286
UT,2005,0,core + nonelection,NA,103.4228267,0.69030476
UT,2006,0,core + nonelection,NA,102.917021,0.69030476
UT,2007,0,core + nonelection,NA,109.8433375,0.69030476
UT,2008,1,core + election,NA,108.4959354,0.69030476
VA,1984,1,core + election,NA,28.69686267,0.58918184
VA,1985,0,core + nonelection,NA,28.83480665,0.5672599
VA,1986,0,core + nonelection,NA,28.90654298,0.5672599
VA,1987,0,core + nonelection,NA,24.31104157,0.5672599
VA,1988,1,core + election,NA,26.41478636,0.5672599
VA,1989,0,core + nonelection,NA,24.30679282,0.59950167
VA,1990,0,core + nonelection,NA,28.76411562,0.59950167
VA,1991,0,core + nonelection,NA,35.51717665,0.59950167
VA,1992,1,core + election,NA,36.95216567,0.59950167
VA,1993,0,NA,NA,40.46127023,0.41470116
VA,1994,0,NA,NA,41.7360555,0.41470116
VA,1995,0,NA,NA,40.02199087,0.41470116
VA,1996,1,NA,NA,38.83718425,0.41470116
VA,1997,0,swing + nonelection,NA,42.57036797,0.45341817
VA,1998,0,swing + nonelection,NA,42.67051701,0.45341817
VA,1999,0,swing + nonelection,NA,46.81310185,0.45341817
VA,2000,1,swing + election year,"swing state
(successor election year)",52.35612428,0.45341817
VA,2001,0,swing + nonelection,NA,56.31025567,0.52587616
VA,2002,0,swing + nonelection,NA,65.30354544,0.52587616
VA,2003,0,swing + nonelection,NA,65.06491568,0.52587616
VA,2004,1,swing + election year,"swing state
(incumbent re-election year)",63.32056562,0.52587616
VA,2005,0,swing + nonelection,NA,60.75183801,0.5311384
VA,2006,0,swing + nonelection,NA,58.3121246,0.5311384
VA,2007,0,swing + nonelection,NA,69.53048526,0.5311384
VA,2008,1,swing + election year,"swing state
(successor election year)",63.75167983,0.5311384
VT,1984,1,core + election,NA,48.62008081,0.57519406
VT,1985,0,core + nonelection,NA,47.89241026,0.56003237
VT,1986,0,core + nonelection,NA,45.14978127,0.56003237
VT,1987,0,core + nonelection,NA,44.98196381,0.56003237
VT,1988,1,core + election,NA,43.60489206,0.56003237
VT,1989,0,swing + nonelection,NA,41.25558326,0.5468219
VT,1990,0,swing + nonelection,NA,45.28560309,0.5468219
VT,1991,0,swing + nonelection,NA,55.86796438,0.5468219
VT,1992,1,swing + election year,"swing state
(incumbent re-election year)",56.27958361,0.5468219
VT,1993,0,NA,NA,62.00878417,0.4993586
VT,1994,0,NA,NA,62.12672877,0.4993586
VT,1995,0,NA,NA,65.45747988,0.4993586
VT,1996,1,NA,NA,65.38037541,0.4993586
VT,1997,0,core + nonelection,NA,68.30859142,0.5721844
VT,1998,0,core + nonelection,NA,76.04398795,0.5721844
VT,1999,0,core + nonelection,NA,82.80763084,0.5721844
VT,2000,1,core + election,NA,84.03388584,0.5721844
VT,2001,0,NA,NA,93.13745055,0.40374205
VT,2002,0,NA,NA,102.1976406,0.40374205
VT,2003,0,NA,NA,104.3134879,0.40374205
VT,2004,1,NA,NA,106.7017423,0.40374205
VT,2005,0,NA,NA,99.25887521,0.40358606
VT,2006,0,NA,NA,99.21607503,0.40358606
VT,2007,0,NA,NA,107.3554993,0.40358606
VT,2008,1,NA,NA,145.5764504,0.40358606
WA,1984,1,core + election,NA,94.21666411,0.56226104
WA,1985,0,core + nonelection,NA,100.0748235,0.55228925
WA,1986,0,core + nonelection,NA,109.1739101,0.55228925
WA,1987,0,core + nonelection,NA,97.19426387,0.55228925
WA,1988,1,core + election,NA,105.7723728,0.55228925
WA,1989,0,swing + nonelection,NA,112.5562228,0.5428626
WA,1990,0,swing + nonelection,NA,111.0646726,0.5428626
WA,1991,0,swing + nonelection,NA,126.3165378,0.5428626
WA,1992,1,swing + election year,"swing state
(incumbent re-election year)",142.0822737,0.5428626
WA,1993,0,swing + nonelection,NA,167.6963795,0.5060942
WA,1994,0,swing + nonelection,NA,174.7667449,0.5060942
WA,1995,0,swing + nonelection,NA,171.9425078,0.5060942
WA,1996,1,swing + election year,"swing state
(incumbent re-election year)",176.3945487,0.5060942
WA,1997,0,core + nonelection,NA,183.5101755,0.5519802
WA,1998,0,core + nonelection,NA,183.9610782,0.5519802
WA,1999,0,core + nonelection,NA,191.3108027,0.5519802
WA,2000,1,core + election,NA,212.4579337,0.5519802
WA,2001,0,NA,NA,221.0472542,0.44089624
WA,2002,0,NA,NA,244.9198793,0.44089624
WA,2003,0,NA,NA,254.9158557,0.44089624
WA,2004,1,NA,NA,255.0923035,0.44089624
WA,2005,0,swing + nonelection,NA,248.5664444,0.4540468
WA,2006,0,swing + nonelection,NA,240.2097331,0.4540468
WA,2007,0,swing + nonelection,NA,254.9413117,0.4540468
WA,2008,1,swing + election year,"swing state
(successor election year)",277.3039997,0.4540468
WI,1984,1,swing + election year,"swing state
(incumbent re-election year)",64.08538644,0.52236366
WI,1985,0,swing + nonelection,NA,60.52432302,0.52117497
WI,1986,0,swing + nonelection,NA,57.90263225,0.52117497
WI,1987,0,swing + nonelection,NA,57.31226185,0.52117497
WI,1988,1,swing + election year,"swing state
(successor election year)",53.90572794,0.52117497
WI,1989,0,swing + nonelection,NA,54.09043835,0.5179689
WI,1990,0,swing + nonelection,NA,62.54566026,0.5179689
WI,1991,0,swing + nonelection,NA,63.12877296,0.5179689
WI,1992,1,swing + election year,"swing state
(incumbent re-election year)",69.66350694,0.5179689
WI,1993,0,swing + nonelection,NA,79.38189252,0.4999805
WI,1994,0,swing + nonelection,NA,82.78169361,0.4999805
WI,1995,0,swing + nonelection,NA,77.93659696,0.4999805
WI,1996,1,swing + election year,"swing state
(incumbent re-election year)",78.2866983,0.4999805
WI,1997,0,swing + nonelection,NA,81.62007165,0.5351239
WI,1998,0,swing + nonelection,NA,87.05100372,0.5351239
WI,1999,0,swing + nonelection,NA,88.38719007,0.5351239
WI,2000,1,swing + election year,"swing state
(successor election year)",98.07438987,0.5351239
WI,2001,0,swing + nonelection,NA,104.3560137,0.47057074
WI,2002,0,swing + nonelection,NA,116.4228133,0.47057074
WI,2003,0,swing + nonelection,NA,117.9371495,0.47057074
WI,2004,1,swing + election year,"swing state
(incumbent re-election year)",113.2450952,0.47057074
WI,2005,0,swing + nonelection,NA,112.2505617,0.47924644
WI,2006,0,swing + nonelection,NA,103.1796634,0.47924644
WI,2007,0,swing + nonelection,NA,106.5947976,0.47924644
WI,2008,1,swing + election year,"swing state
(successor election year)",114.249141,0.47924644
WV,1984,1,NA,NA,32.5777125,0.51056933
WV,1985,0,NA,NA,30.78178697,0.48277658
WV,1986,0,NA,NA,32.07322561,0.48277658
WV,1987,0,NA,NA,30.92944496,0.48277658
WV,1988,1,NA,NA,28.20199174,0.48277658
WV,1989,0,swing + nonelection,NA,29.93320455,0.50175256
WV,1990,0,swing + nonelection,NA,32.26186645,0.50175256
WV,1991,0,swing + nonelection,NA,39.51583884,0.50175256
WV,1992,1,swing + election year,"swing state
(incumbent re-election year)",48.6794667,0.50175256
WV,1993,0,NA,NA,60.99907347,0.51624435
WV,1994,0,NA,NA,55.69453264,0.51624435
WV,1995,0,NA,NA,60.64614866,0.51624435
WV,1996,1,NA,NA,53.91779629,0.51624435
WV,1997,0,core + nonelection,NA,52.90245706,0.561668
WV,1998,0,core + nonelection,NA,60.80357286,0.561668
WV,1999,0,core + nonelection,NA,59.85498457,0.561668
WV,2000,1,core + election,NA,64.58081682,0.561668
WV,2001,0,NA,NA,67.33781857,0.45706192
WV,2002,0,NA,NA,68.8722544,0.45706192
WV,2003,0,NA,NA,72.04939958,0.45706192
WV,2004,1,NA,NA,72.39307317,0.45706192
WV,2005,0,NA,NA,73.79128556,0.5045571
WV,2006,0,NA,NA,66.91930561,0.5045571
WV,2007,0,NA,NA,69.21991307,0.5045571
WV,2008,1,NA,NA,65.8707264,0.5045571
WY,1984,1,core + election,NA,26.71881864,0.66112566
WY,1985,0,core + nonelection,NA,27.17662485,0.66789144
WY,1986,0,core + nonelection,NA,23.62176578,0.66789144
WY,1987,0,core + nonelection,NA,22.00916546,0.66789144
WY,1988,1,core + election,NA,26.1849323,0.66789144
WY,1989,0,core + nonelection,NA,23.40842269,0.673193
WY,1990,0,core + nonelection,NA,25.18412199,0.673193
WY,1991,0,core + nonelection,NA,25.84239088,0.673193
WY,1992,1,core + election,NA,27.49850767,0.673193
WY,1993,0,NA,NA,30.0870267,0.37794232
WY,1994,0,NA,NA,30.04217579,0.37794232
WY,1995,0,NA,NA,32.60874504,0.37794232
WY,1996,1,NA,NA,28.45962038,0.37794232
WY,1997,0,NA,NA,29.87889132,0.42431727
WY,1998,0,NA,NA,33.84525591,0.42431727
WY,1999,0,NA,NA,38.73944857,0.42431727
WY,2000,1,NA,NA,38.29160043,0.42431727
WY,2001,0,core + nonelection,NA,40.60256478,0.60754085
WY,2002,0,core + nonelection,NA,42.83514182,0.60754085
WY,2003,0,core + nonelection,NA,54.74476035,0.60754085
WY,2004,1,core + election,NA,49.64019746,0.60754085
WY,2005,0,core + nonelection,NA,45.81148231,0.66260976
WY,2006,0,core + nonelection,NA,43.60669839,0.66260976
WY,2007,0,core + nonelection,NA,46.4916594,0.66260976
WY,2008,1,core + election,NA,47.53882643,0.66260976
