"","pd_id","page_name","disclaimer","from_date","to_date","new_spend","num_of_new_ads"
"218695","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"218696","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"218697","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"218698","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"218699","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"218700","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"218701","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"218702","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"218703","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"218704","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"218705","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"218706","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"218707","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"218708","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"218709","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"218710","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"218711","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"218712","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"218713","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"218714","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"218715","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"218716","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"218717","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"218718","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"218719","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"218720","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"218721","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"218722","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"218723","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"218724","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-08-16","2020-08-22",10536,14
"218725","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"218726","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"218727","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"218728","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"218729","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"218730","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"218731","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"218732","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"218733","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-10-18","2020-10-24",0,0
"218734","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-10-25","2020-10-31",0,0
"218735","pd-105059594648138-1","Biden Harris for Wisconsin","BIDEN VICTORY FUND","2020-11-01","2020-11-07",0,0
"238334","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"238335","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"238336","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"238337","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"238338","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"238339","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"238340","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"238341","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"238342","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"238343","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"238344","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"238345","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"238346","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"238347","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"238348","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"238349","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"238350","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"238351","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"238352","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"238353","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"238354","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"238355","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"238356","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"238357","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"238358","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"238359","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"238360","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"238361","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"238362","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"238363","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-08-16","2020-08-22",0,0
"238364","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"238365","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"238366","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"238367","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"238368","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"238369","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"238370","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"238371","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"238372","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-10-18","2020-10-24",100,515
"238373","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-10-25","2020-10-31",200081,528
"238374","pd-105608771334114-1","Joe Biden: Build Back Better","BIDEN VICTORY FUND","2020-11-01","2020-11-07",55649,0
"244320","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"244321","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"244322","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"244323","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"244324","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"244325","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"244326","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"244327","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"244328","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"244329","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"244330","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"244331","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"244332","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"244333","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"244334","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"244335","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"244336","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"244337","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"244338","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"244339","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"244340","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"244341","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"244342","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"244343","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"244344","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"244345","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"244346","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"244347","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"244348","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"244349","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-08-16","2020-08-22",0,0
"244350","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"244351","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"244352","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"244353","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"244354","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"244355","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"244356","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"244357","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"244358","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-10-18","2020-10-24",100,393
"244359","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-10-25","2020-10-31",198893,512
"244360","pd-105823247978489-1","Joe Biden for President 2020","BIDEN VICTORY FUND","2020-11-01","2020-11-07",85960,0
"250798","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"250799","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"250800","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"250801","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"250802","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"250803","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"250804","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"250805","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"250806","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"250807","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"250808","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"250809","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"250810","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"250811","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"250812","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"250813","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"250814","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"250815","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"250816","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"250817","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"250818","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"250819","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"250820","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"250821","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"250822","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"250823","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"250824","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"250825","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"250826","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"250827","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-08-16","2020-08-22",13115,14
"250828","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"250829","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"250830","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"250831","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"250832","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"250833","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"250834","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"250835","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"250836","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-10-18","2020-10-24",0,0
"250837","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-10-25","2020-10-31",0,0
"250838","pd-105993567885941-1","Biden for Wisconsin","BIDEN VICTORY FUND","2020-11-01","2020-11-07",0,0
"268428","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"268429","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"268430","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"268431","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"268432","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"268433","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"268434","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"268435","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"268436","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"268437","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"268438","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"268439","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"268440","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"268441","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"268442","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"268443","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"268444","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"268445","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"268446","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"268447","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"268448","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"268449","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"268450","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"268451","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"268452","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"268453","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"268454","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"268455","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"268456","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"268457","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-08-16","2020-08-22",0,0
"268458","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"268459","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"268460","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"268461","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"268462","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"268463","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"268464","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"268465","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"268466","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-10-18","2020-10-24",100,633
"268467","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-10-25","2020-10-31",204078,337
"268468","pd-106460397913459-1","Team Biden Harris 2020","BIDEN VICTORY FUND","2020-11-01","2020-11-07",48727,0
"292987","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"292988","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"292989","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"292990","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"292991","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"292992","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"292993","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"292994","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"292995","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"292996","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"292997","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"292998","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"292999","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"293000","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"293001","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"293002","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"293003","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"293004","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"293005","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"293006","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"293007","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"293008","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"293009","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"293010","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"293011","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"293012","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"293013","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"293014","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"293015","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
