year,state,weeks_left,days_left,party,candidate,poll_date,poll_support,before_convention
1988,National,6,44,DEM,Michael S. Dukakis,1988-09-25,43.964677,FALSE
1988,National,6,44,REP,George Bush,1988-09-25,48.344334,FALSE
1988,National,6,43,DEM,Michael S. Dukakis,1988-09-26,43.964677,FALSE
1988,National,6,43,REP,George Bush,1988-09-26,48.344334,FALSE
1988,National,6,42,DEM,Michael S. Dukakis,1988-09-27,43.874673,FALSE
1988,National,6,42,REP,George Bush,1988-09-27,48.403,FALSE
1988,National,6,41,DEM,Michael S. Dukakis,1988-09-28,43.61461,FALSE
1988,National,6,41,REP,George Bush,1988-09-28,48.453515,FALSE
1988,National,6,40,DEM,Michael S. Dukakis,1988-09-29,43.614542,FALSE
1988,National,6,40,REP,George Bush,1988-09-29,48.453992,FALSE
1988,National,6,39,DEM,Michael S. Dukakis,1988-09-30,43.615392,FALSE
1988,National,6,39,REP,George Bush,1988-09-30,48.453042,FALSE
1988,National,5,38,DEM,Michael S. Dukakis,1988-10-01,43.614775,FALSE
1988,National,5,38,REP,George Bush,1988-10-01,48.453654,FALSE
1988,National,5,37,DEM,Michael S. Dukakis,1988-10-02,43.61492,FALSE
1988,National,5,37,REP,George Bush,1988-10-02,48.452935,FALSE
1988,National,5,36,DEM,Michael S. Dukakis,1988-10-03,44.159905,FALSE
1988,National,5,36,REP,George Bush,1988-10-03,48.528235,FALSE
1988,National,5,35,DEM,Michael S. Dukakis,1988-10-04,43.627516,FALSE
1988,National,5,35,REP,George Bush,1988-10-04,48.998905,FALSE
1988,National,5,34,DEM,Michael S. Dukakis,1988-10-05,43.627675,FALSE
1988,National,5,34,REP,George Bush,1988-10-05,48.998838,FALSE
1988,National,5,33,DEM,Michael S. Dukakis,1988-10-06,43.627067,FALSE
1988,National,5,33,REP,George Bush,1988-10-06,48.999035,FALSE
1988,National,5,32,DEM,Michael S. Dukakis,1988-10-07,43.626743,FALSE
1988,National,5,32,REP,George Bush,1988-10-07,49.000105,FALSE
1988,National,4,31,DEM,Michael S. Dukakis,1988-10-08,43.627604,FALSE
1988,National,4,31,REP,George Bush,1988-10-08,48.998318,FALSE
1988,National,4,30,DEM,Michael S. Dukakis,1988-10-09,42.903919,FALSE
1988,National,4,30,REP,George Bush,1988-10-09,49.200083,FALSE
1988,National,4,29,DEM,Michael S. Dukakis,1988-10-10,43.403255,FALSE
1988,National,4,29,REP,George Bush,1988-10-10,49.214056,FALSE
1988,National,4,28,DEM,Michael S. Dukakis,1988-10-11,43.270721,FALSE
1988,National,4,28,REP,George Bush,1988-10-11,49.447762,FALSE
1988,National,4,27,DEM,Michael S. Dukakis,1988-10-12,43.270354,FALSE
1988,National,4,27,REP,George Bush,1988-10-12,49.446034,FALSE
1988,National,4,26,DEM,Michael S. Dukakis,1988-10-13,43.235101,FALSE
1988,National,4,26,REP,George Bush,1988-10-13,49.554009,FALSE
1988,National,4,25,DEM,Michael S. Dukakis,1988-10-14,42.919092,FALSE
1988,National,4,25,REP,George Bush,1988-10-14,49.806409,FALSE
1988,National,3,24,DEM,Michael S. Dukakis,1988-10-15,42.838547,FALSE
1988,National,3,24,REP,George Bush,1988-10-15,49.878513,FALSE
1988,National,3,23,DEM,Michael S. Dukakis,1988-10-16,41.938818,FALSE
1988,National,3,23,REP,George Bush,1988-10-16,51.527747,FALSE
1988,National,3,22,DEM,Michael S. Dukakis,1988-10-17,42.024434,FALSE
1988,National,3,22,REP,George Bush,1988-10-17,51.616251,FALSE
1988,National,3,21,DEM,Michael S. Dukakis,1988-10-18,42.131546,FALSE
1988,National,3,21,REP,George Bush,1988-10-18,51.746325,FALSE
1988,National,3,20,DEM,Michael S. Dukakis,1988-10-19,42.075316,FALSE
1988,National,3,20,REP,George Bush,1988-10-19,51.886367,FALSE
1988,National,3,19,DEM,Michael S. Dukakis,1988-10-20,41.983983,FALSE
1988,National,3,19,REP,George Bush,1988-10-20,52.070777,FALSE
1988,National,3,18,DEM,Michael S. Dukakis,1988-10-21,42.0166,FALSE
1988,National,3,18,REP,George Bush,1988-10-21,51.700378,FALSE
1988,National,2,17,DEM,Michael S. Dukakis,1988-10-22,41.95655,FALSE
1988,National,2,17,REP,George Bush,1988-10-22,51.810155,FALSE
1988,National,2,16,DEM,Michael S. Dukakis,1988-10-23,41.494011,FALSE
1988,National,2,16,REP,George Bush,1988-10-23,51.884515,FALSE
1988,National,2,15,DEM,Michael S. Dukakis,1988-10-24,41.418955,FALSE
1988,National,2,15,REP,George Bush,1988-10-24,52.364587,FALSE
1988,National,2,14,DEM,Michael S. Dukakis,1988-10-25,41.349683,FALSE
1988,National,2,14,REP,George Bush,1988-10-25,52.460673,FALSE
1988,National,2,13,DEM,Michael S. Dukakis,1988-10-26,41.541258,FALSE
1988,National,2,13,REP,George Bush,1988-10-26,52.307216,FALSE
1988,National,2,12,DEM,Michael S. Dukakis,1988-10-27,41.463166,FALSE
1988,National,2,12,REP,George Bush,1988-10-27,52.353499,FALSE
1988,National,2,11,DEM,Michael S. Dukakis,1988-10-28,41.380086,FALSE
1988,National,2,11,REP,George Bush,1988-10-28,52.426647,FALSE
1988,National,1,10,DEM,Michael S. Dukakis,1988-10-29,41.280893,FALSE
1988,National,1,10,REP,George Bush,1988-10-29,52.514922,FALSE
1988,National,1,9,DEM,Michael S. Dukakis,1988-10-30,41.41399,FALSE
1988,National,1,9,REP,George Bush,1988-10-30,52.414437,FALSE
1988,National,1,8,DEM,Michael S. Dukakis,1988-10-31,41.263334,FALSE
1988,National,1,8,REP,George Bush,1988-10-31,52.68368,FALSE
1988,National,1,7,DEM,Michael S. Dukakis,1988-11-01,41.240158,FALSE
1988,National,1,7,REP,George Bush,1988-11-01,52.737158,FALSE
1988,National,1,6,DEM,Michael S. Dukakis,1988-11-02,41.237925,FALSE
1988,National,1,6,REP,George Bush,1988-11-02,52.710175,FALSE
1988,National,1,5,DEM,Michael S. Dukakis,1988-11-03,41.236063,FALSE
1988,National,1,5,REP,George Bush,1988-11-03,52.719273,FALSE
1988,National,1,4,DEM,Michael S. Dukakis,1988-11-04,41.358929,FALSE
1988,National,1,4,REP,George Bush,1988-11-04,52.658727,FALSE
1988,National,0,3,DEM,Michael S. Dukakis,1988-11-05,41.906223,FALSE
1988,National,0,3,REP,George Bush,1988-11-05,52.193928,FALSE
1988,National,0,2,DEM,Michael S. Dukakis,1988-11-06,41.546101,FALSE
1988,National,0,2,REP,George Bush,1988-11-06,52.218202,FALSE
1988,National,0,1,DEM,Michael S. Dukakis,1988-11-07,41.668574,FALSE
1988,National,0,1,REP,George Bush,1988-11-07,52.292803,FALSE
1988,National,0,0,DEM,Michael S. Dukakis,1988-11-08,41.668574,FALSE
1988,National,0,0,REP,George Bush,1988-11-08,52.292803,FALSE
1984,National,36,250,REP,Ronald Reagan,1984-03-01,52.884249,TRUE
1984,National,36,250,DEM,Walter F. Mondale,1984-03-01,41.726277,TRUE
1984,National,36,249,REP,Ronald Reagan,1984-03-02,53.163838,TRUE
1984,National,36,249,DEM,Walter F. Mondale,1984-03-02,42.360988999999996,TRUE
1984,National,35,248,REP,Ronald Reagan,1984-03-03,53.259522,TRUE
1984,National,35,248,DEM,Walter F. Mondale,1984-03-03,42.005485,TRUE
1984,National,35,247,REP,Ronald Reagan,1984-03-04,53.259522,TRUE
1984,National,35,247,DEM,Walter F. Mondale,1984-03-04,42.005485,TRUE
1984,National,35,246,REP,Ronald Reagan,1984-03-05,53.259522,TRUE
1984,National,35,246,DEM,Walter F. Mondale,1984-03-05,42.005485,TRUE
1984,National,35,245,REP,Ronald Reagan,1984-03-06,52.751384,TRUE
1984,National,35,245,DEM,Walter F. Mondale,1984-03-06,42.605671,TRUE
1984,National,35,244,REP,Ronald Reagan,1984-03-07,52.751384,TRUE
1984,National,35,244,DEM,Walter F. Mondale,1984-03-07,42.605671,TRUE
1984,National,35,243,REP,Ronald Reagan,1984-03-08,52.751384,TRUE
1984,National,35,243,DEM,Walter F. Mondale,1984-03-08,42.605671,TRUE
1984,National,35,242,REP,Ronald Reagan,1984-03-09,52.751384,TRUE
1984,National,35,242,DEM,Walter F. Mondale,1984-03-09,42.605671,TRUE
1984,National,34,241,REP,Ronald Reagan,1984-03-10,52.751384,TRUE
1984,National,34,241,DEM,Walter F. Mondale,1984-03-10,42.605671,TRUE
1984,National,34,240,REP,Ronald Reagan,1984-03-11,52.751384,TRUE
1984,National,34,240,DEM,Walter F. Mondale,1984-03-11,42.605671,TRUE
1984,National,34,239,REP,Ronald Reagan,1984-03-12,52.751384,TRUE
1984,National,34,239,DEM,Walter F. Mondale,1984-03-12,42.605671,TRUE
1984,National,34,238,REP,Ronald Reagan,1984-03-13,52.751384,TRUE
1984,National,34,238,DEM,Walter F. Mondale,1984-03-13,42.605671,TRUE
1984,National,34,237,REP,Ronald Reagan,1984-03-14,52.751384,TRUE
1984,National,34,237,DEM,Walter F. Mondale,1984-03-14,42.605671,TRUE
1984,National,34,236,REP,Ronald Reagan,1984-03-15,52.751384,TRUE
1984,National,34,236,DEM,Walter F. Mondale,1984-03-15,42.605671,TRUE
1984,National,34,235,REP,Ronald Reagan,1984-03-16,53.09083,TRUE
1984,National,34,235,DEM,Walter F. Mondale,1984-03-16,40.918725,TRUE
1984,National,33,234,REP,Ronald Reagan,1984-03-17,53.942015,TRUE
1984,National,33,234,DEM,Walter F. Mondale,1984-03-17,39.786032,TRUE
1984,National,33,233,REP,Ronald Reagan,1984-03-18,54.300139,TRUE
1984,National,33,233,DEM,Walter F. Mondale,1984-03-18,39.992997,TRUE
1984,National,33,232,REP,Ronald Reagan,1984-03-19,54.300139,TRUE
1984,National,33,232,DEM,Walter F. Mondale,1984-03-19,39.992997,TRUE
1984,National,33,231,REP,Ronald Reagan,1984-03-20,54.300139,TRUE
1984,National,33,231,DEM,Walter F. Mondale,1984-03-20,39.992997,TRUE
1984,National,33,230,REP,Ronald Reagan,1984-03-21,54.300139,TRUE
1984,National,33,230,DEM,Walter F. Mondale,1984-03-21,39.992997,TRUE
1984,National,33,229,REP,Ronald Reagan,1984-03-22,54.277106,TRUE
1984,National,33,229,DEM,Walter F. Mondale,1984-03-22,40.009997,TRUE
1984,National,33,228,REP,Ronald Reagan,1984-03-23,54.277106,TRUE
1984,National,33,228,DEM,Walter F. Mondale,1984-03-23,40.009997,TRUE
1984,National,32,227,REP,Ronald Reagan,1984-03-24,54.277106,TRUE
1984,National,32,227,DEM,Walter F. Mondale,1984-03-24,40.009997,TRUE
1984,National,32,226,REP,Ronald Reagan,1984-03-25,54.277106,TRUE
1984,National,32,226,DEM,Walter F. Mondale,1984-03-25,40.009997,TRUE
1984,National,32,225,REP,Ronald Reagan,1984-03-26,54.277106,TRUE
1984,National,32,225,DEM,Walter F. Mondale,1984-03-26,40.009997,TRUE
1984,National,32,224,REP,Ronald Reagan,1984-03-27,54.277106,TRUE
1984,National,32,224,DEM,Walter F. Mondale,1984-03-27,40.009997,TRUE
1984,National,32,223,REP,Ronald Reagan,1984-03-28,54.277106,TRUE
1984,National,32,223,DEM,Walter F. Mondale,1984-03-28,40.009997,TRUE
1984,National,32,222,REP,Ronald Reagan,1984-03-29,54.277106,TRUE
1984,National,32,222,DEM,Walter F. Mondale,1984-03-29,40.009997,TRUE
1984,National,32,221,REP,Ronald Reagan,1984-03-30,54.277106,TRUE
1984,National,32,221,DEM,Walter F. Mondale,1984-03-30,40.009997,TRUE
1984,National,31,220,REP,Ronald Reagan,1984-03-31,54.277106,TRUE
1984,National,31,220,DEM,Walter F. Mondale,1984-03-31,40.009997,TRUE
1984,National,31,219,REP,Ronald Reagan,1984-04-01,54.277106,TRUE
1984,National,31,219,DEM,Walter F. Mondale,1984-04-01,40.009997,TRUE
1984,National,31,218,REP,Ronald Reagan,1984-04-02,54.277106,TRUE
1984,National,31,218,DEM,Walter F. Mondale,1984-04-02,40.009997,TRUE
1984,National,31,217,REP,Ronald Reagan,1984-04-03,54.277106,TRUE
1984,National,31,217,DEM,Walter F. Mondale,1984-04-03,40.009997,TRUE
1984,National,31,216,REP,Ronald Reagan,1984-04-04,54.277106,TRUE
1984,National,31,216,DEM,Walter F. Mondale,1984-04-04,40.009997,TRUE
1984,National,31,215,REP,Ronald Reagan,1984-04-05,54.277106,TRUE
1984,National,31,215,DEM,Walter F. Mondale,1984-04-05,40.009997,TRUE
1984,National,31,214,REP,Ronald Reagan,1984-04-06,54.277106,TRUE
1984,National,31,214,DEM,Walter F. Mondale,1984-04-06,40.009997,TRUE
1984,National,30,213,REP,Ronald Reagan,1984-04-07,54.277106,TRUE
1984,National,30,213,DEM,Walter F. Mondale,1984-04-07,40.009997,TRUE
1984,National,30,212,REP,Ronald Reagan,1984-04-08,54.315811,TRUE
1984,National,30,212,DEM,Walter F. Mondale,1984-04-08,39.20216,TRUE
1984,National,30,211,REP,Ronald Reagan,1984-04-09,54.315811,TRUE
1984,National,30,211,DEM,Walter F. Mondale,1984-04-09,39.20216,TRUE
1984,National,30,210,REP,Ronald Reagan,1984-04-10,54.315811,TRUE
1984,National,30,210,DEM,Walter F. Mondale,1984-04-10,39.20216,TRUE
1984,National,30,209,REP,Ronald Reagan,1984-04-11,54.315811,TRUE
1984,National,30,209,DEM,Walter F. Mondale,1984-04-11,39.20216,TRUE
1984,National,30,208,REP,Ronald Reagan,1984-04-12,54.315811,TRUE
1984,National,30,208,DEM,Walter F. Mondale,1984-04-12,39.20216,TRUE
1984,National,30,207,REP,Ronald Reagan,1984-04-13,54.315811,TRUE
1984,National,30,207,DEM,Walter F. Mondale,1984-04-13,39.20216,TRUE
1984,National,29,206,REP,Ronald Reagan,1984-04-14,54.315811,TRUE
1984,National,29,206,DEM,Walter F. Mondale,1984-04-14,39.20216,TRUE
1984,National,29,205,REP,Ronald Reagan,1984-04-15,54.083137,TRUE
1984,National,29,205,DEM,Walter F. Mondale,1984-04-15,40.516625,TRUE
1984,National,29,204,REP,Ronald Reagan,1984-04-16,54.083137,TRUE
1984,National,29,204,DEM,Walter F. Mondale,1984-04-16,40.516625,TRUE
1984,National,29,203,REP,Ronald Reagan,1984-04-17,54.083137,TRUE
1984,National,29,203,DEM,Walter F. Mondale,1984-04-17,40.516625,TRUE
1984,National,29,202,REP,Ronald Reagan,1984-04-18,54.083137,TRUE
1984,National,29,202,DEM,Walter F. Mondale,1984-04-18,40.516625,TRUE
1984,National,29,201,REP,Ronald Reagan,1984-04-19,54.083137,TRUE
1984,National,29,201,DEM,Walter F. Mondale,1984-04-19,40.516625,TRUE
1984,National,29,200,REP,Ronald Reagan,1984-04-20,54.083137,TRUE
1984,National,29,200,DEM,Walter F. Mondale,1984-04-20,40.516625,TRUE
1984,National,28,199,REP,Ronald Reagan,1984-04-21,54.083137,TRUE
1984,National,28,199,DEM,Walter F. Mondale,1984-04-21,40.516625,TRUE
1984,National,28,198,REP,Ronald Reagan,1984-04-22,54.083137,TRUE
1984,National,28,198,DEM,Walter F. Mondale,1984-04-22,40.516625,TRUE
1984,National,28,197,REP,Ronald Reagan,1984-04-23,54.083137,TRUE
1984,National,28,197,DEM,Walter F. Mondale,1984-04-23,40.516625,TRUE
1984,National,28,196,REP,Ronald Reagan,1984-04-24,54.083137,TRUE
1984,National,28,196,DEM,Walter F. Mondale,1984-04-24,40.516625,TRUE
1984,National,28,195,REP,Ronald Reagan,1984-04-25,54.083137,TRUE
1984,National,28,195,DEM,Walter F. Mondale,1984-04-25,40.516625,TRUE
1984,National,28,194,REP,Ronald Reagan,1984-04-26,54.888211,TRUE
1984,National,28,194,DEM,Walter F. Mondale,1984-04-26,39.767136,TRUE
1984,National,28,193,REP,Ronald Reagan,1984-04-27,54.888211,TRUE
1984,National,28,193,DEM,Walter F. Mondale,1984-04-27,39.767136,TRUE
1984,National,27,192,REP,Ronald Reagan,1984-04-28,54.888211,TRUE
1984,National,27,192,DEM,Walter F. Mondale,1984-04-28,39.767136,TRUE
1984,National,27,191,REP,Ronald Reagan,1984-04-29,54.888211,TRUE
1984,National,27,191,DEM,Walter F. Mondale,1984-04-29,39.767136,TRUE
1984,National,27,190,REP,Ronald Reagan,1984-04-30,54.888211,TRUE
1984,National,27,190,DEM,Walter F. Mondale,1984-04-30,39.767136,TRUE
1984,National,27,189,REP,Ronald Reagan,1984-05-01,54.888211,TRUE
1984,National,27,189,DEM,Walter F. Mondale,1984-05-01,39.767136,TRUE
1984,National,27,188,REP,Ronald Reagan,1984-05-02,54.888211,TRUE
1984,National,27,188,DEM,Walter F. Mondale,1984-05-02,39.767136,TRUE
1984,National,27,187,REP,Ronald Reagan,1984-05-03,54.463382,TRUE
1984,National,27,187,DEM,Walter F. Mondale,1984-05-03,41.084326,TRUE
1984,National,27,186,REP,Ronald Reagan,1984-05-04,54.463382,TRUE
1984,National,27,186,DEM,Walter F. Mondale,1984-05-04,41.084326,TRUE
1984,National,26,185,REP,Ronald Reagan,1984-05-05,54.463382,TRUE
1984,National,26,185,DEM,Walter F. Mondale,1984-05-05,41.084326,TRUE
1984,National,26,184,REP,Ronald Reagan,1984-05-06,54.463382,TRUE
1984,National,26,184,DEM,Walter F. Mondale,1984-05-06,41.084326,TRUE
1984,National,26,183,REP,Ronald Reagan,1984-05-07,54.463382,TRUE
1984,National,26,183,DEM,Walter F. Mondale,1984-05-07,41.084326,TRUE
1984,National,26,182,REP,Ronald Reagan,1984-05-08,54.463382,TRUE
1984,National,26,182,DEM,Walter F. Mondale,1984-05-08,41.084326,TRUE
1984,National,26,181,REP,Ronald Reagan,1984-05-09,54.463382,TRUE
1984,National,26,181,DEM,Walter F. Mondale,1984-05-09,41.084326,TRUE
1984,National,26,180,REP,Ronald Reagan,1984-05-10,54.463382,TRUE
1984,National,26,180,DEM,Walter F. Mondale,1984-05-10,41.084326,TRUE
1984,National,26,179,REP,Ronald Reagan,1984-05-11,54.463382,TRUE
1984,National,26,179,DEM,Walter F. Mondale,1984-05-11,41.084326,TRUE
1984,National,25,178,REP,Ronald Reagan,1984-05-12,54.463382,TRUE
1984,National,25,178,DEM,Walter F. Mondale,1984-05-12,41.084326,TRUE
1984,National,25,177,REP,Ronald Reagan,1984-05-13,53.912046,TRUE
1984,National,25,177,DEM,Walter F. Mondale,1984-05-13,41.280575,TRUE
1984,National,25,176,REP,Ronald Reagan,1984-05-14,53.912046,TRUE
1984,National,25,176,DEM,Walter F. Mondale,1984-05-14,41.280575,TRUE
1984,National,25,175,REP,Ronald Reagan,1984-05-15,53.912046,TRUE
1984,National,25,175,DEM,Walter F. Mondale,1984-05-15,41.280575,TRUE
1984,National,25,174,REP,Ronald Reagan,1984-05-16,53.912046,TRUE
1984,National,25,174,DEM,Walter F. Mondale,1984-05-16,41.280575,TRUE
1984,National,25,173,REP,Ronald Reagan,1984-05-17,53.912046,TRUE
1984,National,25,173,DEM,Walter F. Mondale,1984-05-17,41.280575,TRUE
1984,National,25,172,REP,Ronald Reagan,1984-05-18,53.912046,TRUE
1984,National,25,172,DEM,Walter F. Mondale,1984-05-18,41.280575,TRUE
1984,National,24,171,REP,Ronald Reagan,1984-05-19,53.912046,TRUE
1984,National,24,171,DEM,Walter F. Mondale,1984-05-19,41.280575,TRUE
1984,National,24,170,REP,Ronald Reagan,1984-05-20,53.912046,TRUE
1984,National,24,170,DEM,Walter F. Mondale,1984-05-20,41.280575,TRUE
1984,National,24,169,REP,Ronald Reagan,1984-05-21,53.912046,TRUE
1984,National,24,169,DEM,Walter F. Mondale,1984-05-21,41.280575,TRUE
1984,National,24,168,REP,Ronald Reagan,1984-05-22,53.912046,TRUE
1984,National,24,168,DEM,Walter F. Mondale,1984-05-22,41.280575,TRUE
1984,National,24,167,REP,Ronald Reagan,1984-05-23,53.912046,TRUE
1984,National,24,167,DEM,Walter F. Mondale,1984-05-23,41.280575,TRUE
1984,National,24,166,REP,Ronald Reagan,1984-05-24,54.089603,TRUE
1984,National,24,166,DEM,Walter F. Mondale,1984-05-24,41.301592,TRUE
1984,National,24,165,REP,Ronald Reagan,1984-05-25,54.089603,TRUE
1984,National,24,165,DEM,Walter F. Mondale,1984-05-25,41.301592,TRUE
1984,National,23,164,REP,Ronald Reagan,1984-05-26,54.089603,TRUE
1984,National,23,164,DEM,Walter F. Mondale,1984-05-26,41.301592,TRUE
1984,National,23,163,REP,Ronald Reagan,1984-05-27,54.089603,TRUE
1984,National,23,163,DEM,Walter F. Mondale,1984-05-27,41.301592,TRUE
1984,National,23,162,REP,Ronald Reagan,1984-05-28,54.089603,TRUE
1984,National,23,162,DEM,Walter F. Mondale,1984-05-28,41.301592,TRUE
1984,National,23,161,REP,Ronald Reagan,1984-05-29,54.089603,TRUE
1984,National,23,161,DEM,Walter F. Mondale,1984-05-29,41.301592,TRUE
1984,National,23,160,REP,Ronald Reagan,1984-05-30,54.089603,TRUE
1984,National,23,160,DEM,Walter F. Mondale,1984-05-30,41.301592,TRUE
1984,National,23,159,REP,Ronald Reagan,1984-05-31,54.089603,TRUE
1984,National,23,159,DEM,Walter F. Mondale,1984-05-31,41.301592,TRUE
1984,National,23,158,REP,Ronald Reagan,1984-06-01,55.905951,TRUE
1984,National,23,158,DEM,Walter F. Mondale,1984-06-01,39.623055,TRUE
1984,National,22,157,REP,Ronald Reagan,1984-06-02,55.905951,TRUE
1984,National,22,157,DEM,Walter F. Mondale,1984-06-02,39.623055,TRUE
1984,National,22,156,REP,Ronald Reagan,1984-06-03,55.905951,TRUE
1984,National,22,156,DEM,Walter F. Mondale,1984-06-03,39.623055,TRUE
1984,National,22,155,REP,Ronald Reagan,1984-06-04,55.905951,TRUE
1984,National,22,155,DEM,Walter F. Mondale,1984-06-04,39.623055,TRUE
1984,National,22,154,REP,Ronald Reagan,1984-06-05,55.905951,TRUE
1984,National,22,154,DEM,Walter F. Mondale,1984-06-05,39.623055,TRUE
1984,National,22,153,REP,Ronald Reagan,1984-06-06,55.905951,TRUE
1984,National,22,153,DEM,Walter F. Mondale,1984-06-06,39.623055,TRUE
1984,National,22,152,REP,Ronald Reagan,1984-06-07,55.905951,TRUE
1984,National,22,152,DEM,Walter F. Mondale,1984-06-07,39.623055,TRUE
1984,National,22,151,REP,Ronald Reagan,1984-06-08,55.23218,TRUE
1984,National,22,151,DEM,Walter F. Mondale,1984-06-08,41.105649,TRUE
1984,National,21,150,REP,Ronald Reagan,1984-06-09,55.23218,TRUE
1984,National,21,150,DEM,Walter F. Mondale,1984-06-09,41.105649,TRUE
1984,National,21,149,REP,Ronald Reagan,1984-06-10,55.23218,TRUE
1984,National,21,149,DEM,Walter F. Mondale,1984-06-10,41.105649,TRUE
1984,National,21,148,REP,Ronald Reagan,1984-06-11,55.25421,TRUE
1984,National,21,148,DEM,Walter F. Mondale,1984-06-11,40.997824,TRUE
1984,National,21,147,REP,Ronald Reagan,1984-06-12,55.25421,TRUE
1984,National,21,147,DEM,Walter F. Mondale,1984-06-12,40.997824,TRUE
1984,National,21,146,REP,Ronald Reagan,1984-06-13,55.25421,TRUE
1984,National,21,146,DEM,Walter F. Mondale,1984-06-13,40.997824,TRUE
1984,National,21,145,REP,Ronald Reagan,1984-06-14,55.25421,TRUE
1984,National,21,145,DEM,Walter F. Mondale,1984-06-14,40.997824,TRUE
1984,National,21,144,REP,Ronald Reagan,1984-06-15,55.25421,TRUE
1984,National,21,144,DEM,Walter F. Mondale,1984-06-15,40.997824,TRUE
1984,National,20,143,REP,Ronald Reagan,1984-06-16,55.25421,TRUE
1984,National,20,143,DEM,Walter F. Mondale,1984-06-16,40.997824,TRUE
1984,National,20,142,REP,Ronald Reagan,1984-06-17,55.25421,TRUE
1984,National,20,142,DEM,Walter F. Mondale,1984-06-17,40.997824,TRUE
1984,National,20,141,REP,Ronald Reagan,1984-06-18,55.25421,TRUE
1984,National,20,141,DEM,Walter F. Mondale,1984-06-18,40.997824,TRUE
1984,National,20,140,REP,Ronald Reagan,1984-06-19,55.25421,TRUE
1984,National,20,140,DEM,Walter F. Mondale,1984-06-19,40.997824,TRUE
1984,National,20,139,REP,Ronald Reagan,1984-06-20,55.25421,TRUE
1984,National,20,139,DEM,Walter F. Mondale,1984-06-20,40.997824,TRUE
1984,National,20,138,REP,Ronald Reagan,1984-06-21,55.25421,TRUE
1984,National,20,138,DEM,Walter F. Mondale,1984-06-21,40.997824,TRUE
1984,National,20,137,REP,Ronald Reagan,1984-06-22,55.25421,TRUE
1984,National,20,137,DEM,Walter F. Mondale,1984-06-22,40.997824,TRUE
1984,National,19,136,REP,Ronald Reagan,1984-06-23,55.25421,TRUE
1984,National,19,136,DEM,Walter F. Mondale,1984-06-23,40.997824,TRUE
1984,National,19,135,REP,Ronald Reagan,1984-06-24,55.25421,TRUE
1984,National,19,135,DEM,Walter F. Mondale,1984-06-24,40.997824,TRUE
1984,National,19,134,REP,Ronald Reagan,1984-06-25,56.055052,TRUE
1984,National,19,134,DEM,Walter F. Mondale,1984-06-25,39.196803,TRUE
1984,National,19,133,REP,Ronald Reagan,1984-06-26,55.982983,TRUE
1984,National,19,133,DEM,Walter F. Mondale,1984-06-26,38.765636,TRUE
1984,National,19,132,REP,Ronald Reagan,1984-06-27,55.982983,TRUE
1984,National,19,132,DEM,Walter F. Mondale,1984-06-27,38.765636,TRUE
1984,National,19,131,REP,Ronald Reagan,1984-06-28,54.976408,TRUE
1984,National,19,131,DEM,Walter F. Mondale,1984-06-28,38.023193,TRUE
1984,National,19,130,REP,Ronald Reagan,1984-06-29,54.976408,TRUE
1984,National,19,130,DEM,Walter F. Mondale,1984-06-29,38.023193,TRUE
1984,National,18,129,REP,Ronald Reagan,1984-06-30,54.976408,TRUE
1984,National,18,129,DEM,Walter F. Mondale,1984-06-30,38.023193,TRUE
1984,National,18,128,REP,Ronald Reagan,1984-07-01,54.976408,TRUE
1984,National,18,128,DEM,Walter F. Mondale,1984-07-01,38.023193,TRUE
1984,National,18,127,REP,Ronald Reagan,1984-07-02,54.976408,TRUE
1984,National,18,127,DEM,Walter F. Mondale,1984-07-02,38.023193,TRUE
1984,National,18,126,REP,Ronald Reagan,1984-07-03,54.976408,TRUE
1984,National,18,126,DEM,Walter F. Mondale,1984-07-03,38.023193,TRUE
1984,National,18,125,REP,Ronald Reagan,1984-07-04,54.976408,TRUE
1984,National,18,125,DEM,Walter F. Mondale,1984-07-04,38.023193,TRUE
1984,National,18,124,REP,Ronald Reagan,1984-07-05,54.976408,TRUE
1984,National,18,124,DEM,Walter F. Mondale,1984-07-05,38.023193,TRUE
1984,National,18,123,REP,Ronald Reagan,1984-07-06,54.976408,TRUE
1984,National,18,123,DEM,Walter F. Mondale,1984-07-06,38.023193,TRUE
1984,National,17,122,REP,Ronald Reagan,1984-07-07,53.437521,TRUE
1984,National,17,122,DEM,Walter F. Mondale,1984-07-07,39.845784,TRUE
1984,National,17,121,REP,Ronald Reagan,1984-07-08,53.437521,TRUE
1984,National,17,121,DEM,Walter F. Mondale,1984-07-08,39.845784,TRUE
1984,National,17,120,REP,Ronald Reagan,1984-07-09,53.437521,TRUE
1984,National,17,120,DEM,Walter F. Mondale,1984-07-09,39.845784,TRUE
1984,National,17,119,REP,Ronald Reagan,1984-07-10,55.390213,TRUE
1984,National,17,119,DEM,Walter F. Mondale,1984-07-10,37.582628,TRUE
1984,National,17,118,REP,Ronald Reagan,1984-07-11,54.755239,TRUE
1984,National,17,118,DEM,Walter F. Mondale,1984-07-11,39.10236,TRUE
1984,National,17,117,REP,Ronald Reagan,1984-07-12,54.222451,TRUE
1984,National,17,117,DEM,Walter F. Mondale,1984-07-12,39.423049,TRUE
1984,National,17,116,REP,Ronald Reagan,1984-07-13,53.117301,TRUE
1984,National,17,116,DEM,Walter F. Mondale,1984-07-13,40.27384,TRUE
1984,National,16,115,REP,Ronald Reagan,1984-07-14,53.117301,TRUE
