"","year","state","state_po","county_name","county_fips","candidate","party","candidatevotes","totalvotes","POPESTIMATE2020","turnout"
"12870",2020,"OREGON","OR","GRANT",41023,"OTHER","GREEN",12,4596,7240,0.634806629834254
"12871",2020,"OREGON","OR","GRANT",41023,"JO JORGENSEN","LIBERTARIAN",77,4596,7240,0.634806629834254
"12872",2020,"OREGON","OR","GRANT",41023,"OTHER","OTHER",33,4596,7240,0.634806629834254
"12873",2020,"OREGON","OR","GRANT",41023,"DONALD J TRUMP","REPUBLICAN",3545,4596,7240,0.634806629834254
"12874",2020,"OREGON","OR","HARNEY",41025,"JOSEPH R BIDEN JR","DEMOCRAT",894,4481,7507,0.596909551085653
"12875",2020,"OREGON","OR","HARNEY",41025,"OTHER","GREEN",9,4481,7507,0.596909551085653
"12876",2020,"OREGON","OR","HARNEY",41025,"JO JORGENSEN","LIBERTARIAN",63,4481,7507,0.596909551085653
"12877",2020,"OREGON","OR","HARNEY",41025,"OTHER","OTHER",40,4481,7507,0.596909551085653
"12878",2020,"OREGON","OR","HARNEY",41025,"DONALD J TRUMP","REPUBLICAN",3475,4481,7507,0.596909551085653
"12879",2020,"OREGON","OR","HOOD RIVER",41027,"JOSEPH R BIDEN JR","DEMOCRAT",8764,13090,23962,0.546281612553209
"12880",2020,"OREGON","OR","HOOD RIVER",41027,"OTHER","GREEN",55,13090,23962,0.546281612553209
"12881",2020,"OREGON","OR","HOOD RIVER",41027,"JO JORGENSEN","LIBERTARIAN",199,13090,23962,0.546281612553209
"12882",2020,"OREGON","OR","HOOD RIVER",41027,"OTHER","OTHER",117,13090,23962,0.546281612553209
"12883",2020,"OREGON","OR","HOOD RIVER",41027,"DONALD J TRUMP","REPUBLICAN",3955,13090,23962,0.546281612553209
"12884",2020,"OREGON","OR","JACKSON",41029,"JOSEPH R BIDEN JR","DEMOCRAT",59478,127165,223620,0.568665593417405
"12885",2020,"OREGON","OR","JACKSON",41029,"OTHER","GREEN",637,127165,223620,0.568665593417405
"12886",2020,"OREGON","OR","JACKSON",41029,"JO JORGENSEN","LIBERTARIAN",2168,127165,223620,0.568665593417405
"12887",2020,"OREGON","OR","JACKSON",41029,"OTHER","OTHER",1013,127165,223620,0.568665593417405
"12888",2020,"OREGON","OR","JACKSON",41029,"DONALD J TRUMP","REPUBLICAN",63869,127165,223620,0.568665593417405
"12889",2020,"OREGON","OR","JEFFERSON",41031,"JOSEPH R BIDEN JR","DEMOCRAT",4393,11913,24581,0.484642610146048
"12890",2020,"OREGON","OR","JEFFERSON",41031,"OTHER","GREEN",57,11913,24581,0.484642610146048
"12891",2020,"OREGON","OR","JEFFERSON",41031,"JO JORGENSEN","LIBERTARIAN",210,11913,24581,0.484642610146048
"12892",2020,"OREGON","OR","JEFFERSON",41031,"OTHER","OTHER",64,11913,24581,0.484642610146048
"12893",2020,"OREGON","OR","JEFFERSON",41031,"DONALD J TRUMP","REPUBLICAN",7189,11913,24581,0.484642610146048
"12894",2020,"OREGON","OR","JOSEPHINE",41033,"JOSEPH R BIDEN JR","DEMOCRAT",18451,51641,88238,0.585246719100614
"12895",2020,"OREGON","OR","JOSEPHINE",41033,"OTHER","GREEN",223,51641,88238,0.585246719100614
"12896",2020,"OREGON","OR","JOSEPHINE",41033,"JO JORGENSEN","LIBERTARIAN",795,51641,88238,0.585246719100614
"12897",2020,"OREGON","OR","JOSEPHINE",41033,"OTHER","OTHER",421,51641,88238,0.585246719100614
"12898",2020,"OREGON","OR","JOSEPHINE",41033,"DONALD J TRUMP","REPUBLICAN",31751,51641,88238,0.585246719100614
"12899",2020,"OREGON","OR","KLAMATH",41035,"JOSEPH R BIDEN JR","DEMOCRAT",10388,36726,69553,0.528028985090507
"12900",2020,"OREGON","OR","KLAMATH",41035,"OTHER","GREEN",146,36726,69553,0.528028985090507
"12901",2020,"OREGON","OR","KLAMATH",41035,"JO JORGENSEN","LIBERTARIAN",637,36726,69553,0.528028985090507
"12902",2020,"OREGON","OR","KLAMATH",41035,"OTHER","OTHER",247,36726,69553,0.528028985090507
"12903",2020,"OREGON","OR","KLAMATH",41035,"DONALD J TRUMP","REPUBLICAN",25308,36726,69553,0.528028985090507
"12904",2020,"OREGON","OR","LAKE",41037,"JOSEPH R BIDEN JR","DEMOCRAT",792,4363,8172,0.533896231032795
"12905",2020,"OREGON","OR","LAKE",41037,"OTHER","GREEN",10,4363,8172,0.533896231032795
"12906",2020,"OREGON","OR","LAKE",41037,"JO JORGENSEN","LIBERTARIAN",63,4363,8172,0.533896231032795
"12907",2020,"OREGON","OR","LAKE",41037,"OTHER","OTHER",28,4363,8172,0.533896231032795
"12908",2020,"OREGON","OR","LAKE",41037,"DONALD J TRUMP","REPUBLICAN",3470,4363,8172,0.533896231032795
"12909",2020,"OREGON","OR","LANE",41039,"JOSEPH R BIDEN JR","DEMOCRAT",134366,222253,383308,0.579828753900258
"12910",2020,"OREGON","OR","LANE",41039,"OTHER","GREEN",1349,222253,383308,0.579828753900258
"12911",2020,"OREGON","OR","LANE",41039,"JO JORGENSEN","LIBERTARIAN",3906,222253,383308,0.579828753900258
"12912",2020,"OREGON","OR","LANE",41039,"OTHER","OTHER",2296,222253,383308,0.579828753900258
"12913",2020,"OREGON","OR","LANE",41039,"DONALD J TRUMP","REPUBLICAN",80336,222253,383308,0.579828753900258
"12914",2020,"OREGON","OR","LINCOLN",41041,"JOSEPH R BIDEN JR","DEMOCRAT",17385,30726,50510,0.608315185111859
"12915",2020,"OREGON","OR","LINCOLN",41041,"OTHER","GREEN",214,30726,50510,0.608315185111859
"12916",2020,"OREGON","OR","LINCOLN",41041,"JO JORGENSEN","LIBERTARIAN",462,30726,50510,0.608315185111859
"12917",2020,"OREGON","OR","LINCOLN",41041,"OTHER","OTHER",205,30726,50510,0.608315185111859
"12918",2020,"OREGON","OR","LINCOLN",41041,"DONALD J TRUMP","REPUBLICAN",12460,30726,50510,0.608315185111859
"12919",2020,"OREGON","OR","LINN",41043,"JOSEPH R BIDEN JR","DEMOCRAT",26512,72640,128981,0.563183724734651
"12920",2020,"OREGON","OR","LINN",41043,"OTHER","GREEN",403,72640,128981,0.563183724734651
"12921",2020,"OREGON","OR","LINN",41043,"JO JORGENSEN","LIBERTARIAN",1594,72640,128981,0.563183724734651
"12922",2020,"OREGON","OR","LINN",41043,"OTHER","OTHER",645,72640,128981,0.563183724734651
"12923",2020,"OREGON","OR","LINN",41043,"DONALD J TRUMP","REPUBLICAN",43486,72640,128981,0.563183724734651
"12924",2020,"OREGON","OR","MALHEUR",41045,"JOSEPH R BIDEN JR","DEMOCRAT",3260,11804,31642,0.373048479868529
"12925",2020,"OREGON","OR","MALHEUR",41045,"OTHER","GREEN",56,11804,31642,0.373048479868529
"12926",2020,"OREGON","OR","MALHEUR",41045,"JO JORGENSEN","LIBERTARIAN",221,11804,31642,0.373048479868529
"12927",2020,"OREGON","OR","MALHEUR",41045,"OTHER","OTHER",80,11804,31642,0.373048479868529
"12928",2020,"OREGON","OR","MALHEUR",41045,"DONALD J TRUMP","REPUBLICAN",8187,11804,31642,0.373048479868529
"12929",2020,"OREGON","OR","MARION",41047,"JOSEPH R BIDEN JR","DEMOCRAT",80872,165534,346350,0.477938501515808
"12930",2020,"OREGON","OR","MARION",41047,"OTHER","GREEN",844,165534,346350,0.477938501515808
"12931",2020,"OREGON","OR","MARION",41047,"JO JORGENSEN","LIBERTARIAN",3272,165534,346350,0.477938501515808
"12932",2020,"OREGON","OR","MARION",41047,"OTHER","OTHER",1544,165534,346350,0.477938501515808
"12933",2020,"OREGON","OR","MARION",41047,"DONALD J TRUMP","REPUBLICAN",79002,165534,346350,0.477938501515808
"12934",2020,"OREGON","OR","MORROW",41049,"JOSEPH R BIDEN JR","DEMOCRAT",1371,5118,12221,0.418787333278782
"12935",2020,"OREGON","OR","MORROW",41049,"OTHER","GREEN",13,5118,12221,0.418787333278782
"12936",2020,"OREGON","OR","MORROW",41049,"JO JORGENSEN","LIBERTARIAN",126,5118,12221,0.418787333278782
"12937",2020,"OREGON","OR","MORROW",41049,"OTHER","OTHER",22,5118,12221,0.418787333278782
"12938",2020,"OREGON","OR","MORROW",41049,"DONALD J TRUMP","REPUBLICAN",3586,5118,12221,0.418787333278782
"12939",2020,"OREGON","OR","MULTNOMAH",41051,"JOSEPH R BIDEN JR","DEMOCRAT",367249,463659,816514,0.567851867818555
"12940",2020,"OREGON","OR","MULTNOMAH",41051,"OTHER","GREEN",2974,463659,816514,0.567851867818555
"12941",2020,"OREGON","OR","MULTNOMAH",41051,"JO JORGENSEN","LIBERTARIAN",5726,463659,816514,0.567851867818555
"12942",2020,"OREGON","OR","MULTNOMAH",41051,"OTHER","OTHER",4715,463659,816514,0.567851867818555
"12943",2020,"OREGON","OR","MULTNOMAH",41051,"DONALD J TRUMP","REPUBLICAN",82995,463659,816514,0.567851867818555
"12944",2020,"OREGON","OR","POLK",41053,"JOSEPH R BIDEN JR","DEMOCRAT",22917,48291,87956,0.549035881577152
"12945",2020,"OREGON","OR","POLK",41053,"OTHER","GREEN",212,48291,87956,0.549035881577152
"12946",2020,"OREGON","OR","POLK",41053,"JO JORGENSEN","LIBERTARIAN",981,48291,87956,0.549035881577152
"12947",2020,"OREGON","OR","POLK",41053,"OTHER","OTHER",449,48291,87956,0.549035881577152
"12948",2020,"OREGON","OR","POLK",41053,"DONALD J TRUMP","REPUBLICAN",23732,48291,87956,0.549035881577152
"12949",2020,"OREGON","OR","SHERMAN",41055,"JOSEPH R BIDEN JR","DEMOCRAT",260,1208,1871,0.645644040619989
"12950",2020,"OREGON","OR","SHERMAN",41055,"OTHER","GREEN",1,1208,1871,0.645644040619989
"12951",2020,"OREGON","OR","SHERMAN",41055,"JO JORGENSEN","LIBERTARIAN",24,1208,1871,0.645644040619989
"12952",2020,"OREGON","OR","SHERMAN",41055,"OTHER","OTHER",2,1208,1871,0.645644040619989
"12953",2020,"OREGON","OR","SHERMAN",41055,"DONALD J TRUMP","REPUBLICAN",921,1208,1871,0.645644040619989
"12954",2020,"OREGON","OR","TILLAMOOK",41057,"JOSEPH R BIDEN JR","DEMOCRAT",8066,16888,27461,0.614981246130877
"12955",2020,"OREGON","OR","TILLAMOOK",41057,"OTHER","GREEN",89,16888,27461,0.614981246130877
"12956",2020,"OREGON","OR","TILLAMOOK",41057,"JO JORGENSEN","LIBERTARIAN",261,16888,27461,0.614981246130877
"12957",2020,"OREGON","OR","TILLAMOOK",41057,"OTHER","OTHER",118,16888,27461,0.614981246130877
"12958",2020,"OREGON","OR","TILLAMOOK",41057,"DONALD J TRUMP","REPUBLICAN",8354,16888,27461,0.614981246130877
"12959",2020,"OREGON","OR","UMATILLA",41059,"JOSEPH R BIDEN JR","DEMOCRAT",10707,33038,80108,0.412418235382234
"12960",2020,"OREGON","OR","UMATILLA",41059,"OTHER","GREEN",90,33038,80108,0.412418235382234
"12961",2020,"OREGON","OR","UMATILLA",41059,"JO JORGENSEN","LIBERTARIAN",740,33038,80108,0.412418235382234
"12962",2020,"OREGON","OR","UMATILLA",41059,"OTHER","OTHER",231,33038,80108,0.412418235382234
"12963",2020,"OREGON","OR","UMATILLA",41059,"DONALD J TRUMP","REPUBLICAN",21270,33038,80108,0.412418235382234
"12964",2020,"OREGON","OR","UNION",41061,"JOSEPH R BIDEN JR","DEMOCRAT",4254,14944,26173,0.570970083674015
"12965",2020,"OREGON","OR","UNION",41061,"OTHER","GREEN",46,14944,26173,0.570970083674015
"12966",2020,"OREGON","OR","UNION",41061,"JO JORGENSEN","LIBERTARIAN",241,14944,26173,0.570970083674015
"12967",2020,"OREGON","OR","UNION",41061,"OTHER","OTHER",105,14944,26173,0.570970083674015
"12968",2020,"OREGON","OR","UNION",41061,"DONALD J TRUMP","REPUBLICAN",10298,14944,26173,0.570970083674015
"12969",2020,"OREGON","OR","WALLOWA",41063,"JOSEPH R BIDEN JR","DEMOCRAT",1625,5149,7406,0.69524709694842
"12970",2020,"OREGON","OR","WALLOWA",41063,"OTHER","GREEN",10,5149,7406,0.69524709694842
"12971",2020,"OREGON","OR","WALLOWA",41063,"JO JORGENSEN","LIBERTARIAN",76,5149,7406,0.69524709694842
"12972",2020,"OREGON","OR","WALLOWA",41063,"OTHER","OTHER",34,5149,7406,0.69524709694842
"12973",2020,"OREGON","OR","WALLOWA",41063,"DONALD J TRUMP","REPUBLICAN",3404,5149,7406,0.69524709694842
"12974",2020,"OREGON","OR","WASCO",41065,"JOSEPH R BIDEN JR","DEMOCRAT",6604,14130,26640,0.530405405405405
"12975",2020,"OREGON","OR","WASCO",41065,"OTHER","GREEN",75,14130,26640,0.530405405405405
"12976",2020,"OREGON","OR","WASCO",41065,"JO JORGENSEN","LIBERTARIAN",296,14130,26640,0.530405405405405
"12977",2020,"OREGON","OR","WASCO",41065,"OTHER","OTHER",120,14130,26640,0.530405405405405
"12978",2020,"OREGON","OR","WASCO",41065,"DONALD J TRUMP","REPUBLICAN",7035,14130,26640,0.530405405405405
"12979",2020,"OREGON","OR","WASHINGTON",41067,"JOSEPH R BIDEN JR","DEMOCRAT",209940,320326,601130,0.532873089015687
"12980",2020,"OREGON","OR","WASHINGTON",41067,"OTHER","GREEN",1426,320326,601130,0.532873089015687
"12981",2020,"OREGON","OR","WASHINGTON",41067,"JO JORGENSEN","LIBERTARIAN",6398,320326,601130,0.532873089015687
"12982",2020,"OREGON","OR","WASHINGTON",41067,"OTHER","OTHER",3489,320326,601130,0.532873089015687
"12983",2020,"OREGON","OR","WASHINGTON",41067,"DONALD J TRUMP","REPUBLICAN",99073,320326,601130,0.532873089015687
"12984",2020,"OREGON","OR","WHEELER",41069,"JOSEPH R BIDEN JR","DEMOCRAT",217,965,1454,0.663686382393398
"12985",2020,"OREGON","OR","WHEELER",41069,"OTHER","GREEN",2,965,1454,0.663686382393398
"12986",2020,"OREGON","OR","WHEELER",41069,"JO JORGENSEN","LIBERTARIAN",25,965,1454,0.663686382393398
"12987",2020,"OREGON","OR","WHEELER",41069,"OTHER","OTHER",10,965,1454,0.663686382393398
"12988",2020,"OREGON","OR","WHEELER",41069,"DONALD J TRUMP","REPUBLICAN",711,965,1454,0.663686382393398
"12989",2020,"OREGON","OR","YAMHILL",41071,"JOSEPH R BIDEN JR","DEMOCRAT",27174,58923,107945,0.545861318263931
"12990",2020,"OREGON","OR","YAMHILL",41071,"OTHER","GREEN",254,58923,107945,0.545861318263931
"12991",2020,"OREGON","OR","YAMHILL",41071,"JO JORGENSEN","LIBERTARIAN",1448,58923,107945,0.545861318263931
"12992",2020,"OREGON","OR","YAMHILL",41071,"OTHER","OTHER",496,58923,107945,0.545861318263931
"12993",2020,"OREGON","OR","YAMHILL",41071,"DONALD J TRUMP","REPUBLICAN",29551,58923,107945,0.545861318263931
"12994",2020,"PENNSYLVANIA","PA","ADAMS",42001,"JOSEPH R BIDEN JR","DEMOCRAT",18207,56540,103798,0.544711844158847
"12995",2020,"PENNSYLVANIA","PA","ADAMS",42001,"JO JORGENSEN","LIBERTARIAN",810,56540,103798,0.544711844158847
"12996",2020,"PENNSYLVANIA","PA","ADAMS",42001,"DONALD J TRUMP","REPUBLICAN",37523,56540,103798,0.544711844158847
"12997",2020,"PENNSYLVANIA","PA","ALLEGHENY",42003,"JOSEPH R BIDEN JR","DEMOCRAT",429065,719733,1249565,0.575986843421511
"12998",2020,"PENNSYLVANIA","PA","ALLEGHENY",42003,"JO JORGENSEN","LIBERTARIAN",8344,719733,1249565,0.575986843421511
"12999",2020,"PENNSYLVANIA","PA","ALLEGHENY",42003,"DONALD J TRUMP","REPUBLICAN",282324,719733,1249565,0.575986843421511
"13000",2020,"PENNSYLVANIA","PA","ARMSTRONG",42005,"JOSEPH R BIDEN JR","DEMOCRAT",8457,36370,65470,0.555521612952497
"13001",2020,"PENNSYLVANIA","PA","ARMSTRONG",42005,"JO JORGENSEN","LIBERTARIAN",424,36370,65470,0.555521612952497
"13002",2020,"PENNSYLVANIA","PA","ARMSTRONG",42005,"DONALD J TRUMP","REPUBLICAN",27489,36370,65470,0.555521612952497
"13003",2020,"PENNSYLVANIA","PA","BEAVER",42007,"JOSEPH R BIDEN JR","DEMOCRAT",38122,94122,167873,0.560673842726347
"13004",2020,"PENNSYLVANIA","PA","BEAVER",42007,"JO JORGENSEN","LIBERTARIAN",1241,94122,167873,0.560673842726347
"13005",2020,"PENNSYLVANIA","PA","BEAVER",42007,"DONALD J TRUMP","REPUBLICAN",54759,94122,167873,0.560673842726347
"13006",2020,"PENNSYLVANIA","PA","BEDFORD",42009,"JOSEPH R BIDEN JR","DEMOCRAT",4367,27574,47568,0.579675412041709
"13007",2020,"PENNSYLVANIA","PA","BEDFORD",42009,"JO JORGENSEN","LIBERTARIAN",182,27574,47568,0.579675412041709
"13008",2020,"PENNSYLVANIA","PA","BEDFORD",42009,"DONALD J TRUMP","REPUBLICAN",23025,27574,47568,0.579675412041709
"13009",2020,"PENNSYLVANIA","PA","BERKS",42011,"JOSEPH R BIDEN JR","DEMOCRAT",92895,205540,428671,0.479481933697404
"13010",2020,"PENNSYLVANIA","PA","BERKS",42011,"JO JORGENSEN","LIBERTARIAN",2909,205540,428671,0.479481933697404
"13011",2020,"PENNSYLVANIA","PA","BERKS",42011,"DONALD J TRUMP","REPUBLICAN",109736,205540,428671,0.479481933697404
"13012",2020,"PENNSYLVANIA","PA","BLAIR",42013,"JOSEPH R BIDEN JR","DEMOCRAT",17636,63595,122666,0.518440317610422
"13013",2020,"PENNSYLVANIA","PA","BLAIR",42013,"JO JORGENSEN","LIBERTARIAN",653,63595,122666,0.518440317610422
"13014",2020,"PENNSYLVANIA","PA","BLAIR",42013,"DONALD J TRUMP","REPUBLICAN",45306,63595,122666,0.518440317610422
"13015",2020,"PENNSYLVANIA","PA","BRADFORD",42015,"JOSEPH R BIDEN JR","DEMOCRAT",8046,30159,59968,0.502918223052295
"13016",2020,"PENNSYLVANIA","PA","BRADFORD",42015,"JO JORGENSEN","LIBERTARIAN",513,30159,59968,0.502918223052295
"13017",2020,"PENNSYLVANIA","PA","BRADFORD",42015,"DONALD J TRUMP","REPUBLICAN",21600,30159,59968,0.502918223052295
"13018",2020,"PENNSYLVANIA","PA","BUCKS",42017,"JOSEPH R BIDEN JR","DEMOCRAT",204712,396234,646173,0.613201108681421
"13019",2020,"PENNSYLVANIA","PA","BUCKS",42017,"JO JORGENSEN","LIBERTARIAN",4155,396234,646173,0.613201108681421
"13020",2020,"PENNSYLVANIA","PA","BUCKS",42017,"DONALD J TRUMP","REPUBLICAN",187367,396234,646173,0.613201108681421
"13021",2020,"PENNSYLVANIA","PA","BUTLER",42019,"JOSEPH R BIDEN JR","DEMOCRAT",37508,113305,194077,0.583814671496365
"13022",2020,"PENNSYLVANIA","PA","BUTLER",42019,"JO JORGENSEN","LIBERTARIAN",1438,113305,194077,0.583814671496365
"13023",2020,"PENNSYLVANIA","PA","BUTLER",42019,"DONALD J TRUMP","REPUBLICAN",74359,113305,194077,0.583814671496365
"13024",2020,"PENNSYLVANIA","PA","CAMBRIA",42021,"JOSEPH R BIDEN JR","DEMOCRAT",21730,70574,133211,0.529791083318945
"13025",2020,"PENNSYLVANIA","PA","CAMBRIA",42021,"JO JORGENSEN","LIBERTARIAN",759,70574,133211,0.529791083318945
"13026",2020,"PENNSYLVANIA","PA","CAMBRIA",42021,"DONALD J TRUMP","REPUBLICAN",48085,70574,133211,0.529791083318945
"13027",2020,"PENNSYLVANIA","PA","CAMERON",42023,"JOSEPH R BIDEN JR","DEMOCRAT",634,2434,4527,0.537662911420367
"13028",2020,"PENNSYLVANIA","PA","CAMERON",42023,"JO JORGENSEN","LIBERTARIAN",29,2434,4527,0.537662911420367
"13029",2020,"PENNSYLVANIA","PA","CAMERON",42023,"DONALD J TRUMP","REPUBLICAN",1771,2434,4527,0.537662911420367
"13030",2020,"PENNSYLVANIA","PA","CARBON",42025,"JOSEPH R BIDEN JR","DEMOCRAT",11212,33629,64752,0.519350753644675
"13031",2020,"PENNSYLVANIA","PA","CARBON",42025,"JO JORGENSEN","LIBERTARIAN",433,33629,64752,0.519350753644675
"13032",2020,"PENNSYLVANIA","PA","CARBON",42025,"DONALD J TRUMP","REPUBLICAN",21984,33629,64752,0.519350753644675
"13033",2020,"PENNSYLVANIA","PA","CENTRE",42027,"JOSEPH R BIDEN JR","DEMOCRAT",40055,77493,157979,0.490527221972541
"13034",2020,"PENNSYLVANIA","PA","CENTRE",42027,"JO JORGENSEN","LIBERTARIAN",1066,77493,157979,0.490527221972541
"13035",2020,"PENNSYLVANIA","PA","CENTRE",42027,"DONALD J TRUMP","REPUBLICAN",36372,77493,157979,0.490527221972541
"13036",2020,"PENNSYLVANIA","PA","CHESTER",42029,"JOSEPH R BIDEN JR","DEMOCRAT",182372,314502,534830,0.588041059776004
"13037",2020,"PENNSYLVANIA","PA","CHESTER",42029,"JO JORGENSEN","LIBERTARIAN",3565,314502,534830,0.588041059776004
"13038",2020,"PENNSYLVANIA","PA","CHESTER",42029,"DONALD J TRUMP","REPUBLICAN",128565,314502,534830,0.588041059776004
"13039",2020,"PENNSYLVANIA","PA","CLARION",42031,"JOSEPH R BIDEN JR","DEMOCRAT",4678,19493,37199,0.524019462888787
"13040",2020,"PENNSYLVANIA","PA","CLARION",42031,"JO JORGENSEN","LIBERTARIAN",237,19493,37199,0.524019462888787
"13041",2020,"PENNSYLVANIA","PA","CLARION",42031,"DONALD J TRUMP","REPUBLICAN",14578,19493,37199,0.524019462888787
"13042",2020,"PENNSYLVANIA","PA","CLEARFIELD",42033,"JOSEPH R BIDEN JR","DEMOCRAT",9673,39422,80432,0.490128307141436
"13043",2020,"PENNSYLVANIA","PA","CLEARFIELD",42033,"JO JORGENSEN","LIBERTARIAN",546,39422,80432,0.490128307141436
"13044",2020,"PENNSYLVANIA","PA","CLEARFIELD",42033,"DONALD J TRUMP","REPUBLICAN",29203,39422,80432,0.490128307141436
"13045",2020,"PENNSYLVANIA","PA","CLINTON",42035,"JOSEPH R BIDEN JR","DEMOCRAT",5502,17625,37370,0.471635001337972
"13046",2020,"PENNSYLVANIA","PA","CLINTON",42035,"JO JORGENSEN","LIBERTARIAN",221,17625,37370,0.471635001337972
"13047",2020,"PENNSYLVANIA","PA","CLINTON",42035,"DONALD J TRUMP","REPUBLICAN",11902,17625,37370,0.471635001337972
"13048",2020,"PENNSYLVANIA","PA","COLUMBIA",42037,"JOSEPH R BIDEN JR","DEMOCRAT",10532,31171,64686,0.481881705469499
"13049",2020,"PENNSYLVANIA","PA","COLUMBIA",42037,"JO JORGENSEN","LIBERTARIAN",541,31171,64686,0.481881705469499
"13050",2020,"PENNSYLVANIA","PA","COLUMBIA",42037,"DONALD J TRUMP","REPUBLICAN",20098,31171,64686,0.481881705469499
"13051",2020,"PENNSYLVANIA","PA","CRAWFORD",42039,"JOSEPH R BIDEN JR","DEMOCRAT",12924,42004,83807,0.501199183839059
"13052",2020,"PENNSYLVANIA","PA","CRAWFORD",42039,"JO JORGENSEN","LIBERTARIAN",521,42004,83807,0.501199183839059
"13053",2020,"PENNSYLVANIA","PA","CRAWFORD",42039,"DONALD J TRUMP","REPUBLICAN",28559,42004,83807,0.501199183839059
"13054",2020,"PENNSYLVANIA","PA","CUMBERLAND",42041,"JOSEPH R BIDEN JR","DEMOCRAT",62245,141595,260258,0.54405628261187
"13055",2020,"PENNSYLVANIA","PA","CUMBERLAND",42041,"JO JORGENSEN","LIBERTARIAN",2138,141595,260258,0.54405628261187
"13056",2020,"PENNSYLVANIA","PA","CUMBERLAND",42041,"DONALD J TRUMP","REPUBLICAN",77212,141595,260258,0.54405628261187
"13057",2020,"PENNSYLVANIA","PA","DAUPHIN",42043,"JOSEPH R BIDEN JR","DEMOCRAT",78983,147368,286710,0.513996721425831
"13058",2020,"PENNSYLVANIA","PA","DAUPHIN",42043,"JO JORGENSEN","LIBERTARIAN",1977,147368,286710,0.513996721425831
"13059",2020,"PENNSYLVANIA","PA","DAUPHIN",42043,"DONALD J TRUMP","REPUBLICAN",66408,147368,286710,0.513996721425831
"13060",2020,"PENNSYLVANIA","PA","DELAWARE",42045,"JOSEPH R BIDEN JR","DEMOCRAT",206423,327931,576356,0.568972995856727
"13061",2020,"PENNSYLVANIA","PA","DELAWARE",42045,"JO JORGENSEN","LIBERTARIAN",2976,327931,576356,0.568972995856727
"13062",2020,"PENNSYLVANIA","PA","DELAWARE",42045,"DONALD J TRUMP","REPUBLICAN",118532,327931,576356,0.568972995856727
"13063",2020,"PENNSYLVANIA","PA","ELK",42047,"JOSEPH R BIDEN JR","DEMOCRAT",4522,16906,30946,0.546306469333678
"13064",2020,"PENNSYLVANIA","PA","ELK",42047,"JO JORGENSEN","LIBERTARIAN",244,16906,30946,0.546306469333678
"13065",2020,"PENNSYLVANIA","PA","ELK",42047,"DONALD J TRUMP","REPUBLICAN",12140,16906,30946,0.546306469333678
"13066",2020,"PENNSYLVANIA","PA","ERIE",42049,"JOSEPH R BIDEN JR","DEMOCRAT",68286,137083,270578,0.506630250796443
"13067",2020,"PENNSYLVANIA","PA","ERIE",42049,"JO JORGENSEN","LIBERTARIAN",1928,137083,270578,0.506630250796443
"13068",2020,"PENNSYLVANIA","PA","ERIE",42049,"DONALD J TRUMP","REPUBLICAN",66869,137083,270578,0.506630250796443
"13069",2020,"PENNSYLVANIA","PA","FAYETTE",42051,"JOSEPH R BIDEN JR","DEMOCRAT",20444,62139,128588,0.483241048931471
"13070",2020,"PENNSYLVANIA","PA","FAYETTE",42051,"JO JORGENSEN","LIBERTARIAN",468,62139,128588,0.483241048931471
"13071",2020,"PENNSYLVANIA","PA","FAYETTE",42051,"DONALD J TRUMP","REPUBLICAN",41227,62139,128588,0.483241048931471
"13072",2020,"PENNSYLVANIA","PA","FOREST",42053,"JOSEPH R BIDEN JR","DEMOCRAT",728,2646,6958,0.380281690140845
"13073",2020,"PENNSYLVANIA","PA","FOREST",42053,"JO JORGENSEN","LIBERTARIAN",36,2646,6958,0.380281690140845
"13074",2020,"PENNSYLVANIA","PA","FOREST",42053,"DONALD J TRUMP","REPUBLICAN",1882,2646,6958,0.380281690140845
"13075",2020,"PENNSYLVANIA","PA","FRANKLIN",42055,"JOSEPH R BIDEN JR","DEMOCRAT",22422,80783,155949,0.518009092716209
"13076",2020,"PENNSYLVANIA","PA","FRANKLIN",42055,"JO JORGENSEN","LIBERTARIAN",1116,80783,155949,0.518009092716209
"13077",2020,"PENNSYLVANIA","PA","FRANKLIN",42055,"DONALD J TRUMP","REPUBLICAN",57245,80783,155949,0.518009092716209
"13078",2020,"PENNSYLVANIA","PA","FULTON",42057,"JOSEPH R BIDEN JR","DEMOCRAT",1085,7977,14579,0.547156869469785
"13079",2020,"PENNSYLVANIA","PA","FULTON",42057,"JO JORGENSEN","LIBERTARIAN",68,7977,14579,0.547156869469785
"13080",2020,"PENNSYLVANIA","PA","FULTON",42057,"DONALD J TRUMP","REPUBLICAN",6824,7977,14579,0.547156869469785
"13081",2020,"PENNSYLVANIA","PA","GREENE",42059,"JOSEPH R BIDEN JR","DEMOCRAT",4911,17669,35868,0.492611798817888
"13082",2020,"PENNSYLVANIA","PA","GREENE",42059,"JO JORGENSEN","LIBERTARIAN",179,17669,35868,0.492611798817888
"13083",2020,"PENNSYLVANIA","PA","GREENE",42059,"DONALD J TRUMP","REPUBLICAN",12579,17669,35868,0.492611798817888
"13084",2020,"PENNSYLVANIA","PA","HUNTINGDON",42061,"JOSEPH R BIDEN JR","DEMOCRAT",5445,22792,44049,0.517423778065336
"13085",2020,"PENNSYLVANIA","PA","HUNTINGDON",42061,"JO JORGENSEN","LIBERTARIAN",286,22792,44049,0.517423778065336
